EmployeeNumber,Age,Attrition,Business_Travel,DailyRate,Department,Distance_From_Home,Education_in_years,Education_Field,Emp_count,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_comp_worked,Age_Over18,Work_Overtime,Salary_Hike_Percentage,Performance_Rating,Relationship_Satisfaction,Std_working_hours,Stack_Option_Level,Total_working_years,Train_time_last_year,work_life_balance,Years_company,Years_current_role,Years_Promotion,Years_curr_mangaer
631,32,Yes,Non-Travel,1474,Sales,11,4,Other,1,4,Male                ,60,4,2,Sales Executive                         ,3,Married                                 ,4707.0,23914.0,8,Y         ,No        ,12.0,3,4,80,0,6.0,2,3,4.0,2.0,1.0,2.0
632,24,No,Travel_Frequently,535,Sales,24,3,Medical,1,4,Male                ,38,3,1,Sales Representative                    ,4,Married                                 ,2400.0,5530.0,0,Y         ,No        ,13.0,3,3,80,2,3.0,3,3,2.0,2.0,2.0,1.0
634,38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,1,3,Female              ,76,3,2,Healthcare Representative               ,3,Married                                 ,9824.0,22174.0,3,Y         ,No        ,19.0,3,3,80,1,18.0,4,3,1.0,0.0,0.0,0.0
635,37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,2,Female              ,65,3,2,Manufacturing Director                  ,2,Married                                 ,6447.0,15701.0,6,Y         ,No        ,12.0,3,2,80,1,8.0,2,2,6.0,5.0,4.0,3.0
638,49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,4,Male                ,58,2,5,Research Director                       ,3,Divorced                                ,19502.0,2125.0,1,Y         ,Yes       ,17.0,3,3,80,1,31.0,5,3,31.0,9.0,0.0,9.0
639,24,No,Travel_Rarely,691,Research & Development,23,3,Medical,1,2,Male                ,89,4,1,Research Scientist                      ,4,Married                                 ,2725.0,21630.0,1,Y         ,Yes       ,11.0,3,2,80,2,6.0,3,3,6.0,5.0,1.0,4.0
641,26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,1,Male                ,66,3,2,Sales Executive                         ,2,Married                                 ,6272.0,7428.0,1,Y         ,No        ,20.0,4,4,80,2,6.0,5,4,5.0,3.0,1.0,4.0
643,24,No,Travel_Rarely,823,Research & Development,17,2,Other,1,4,Male                ,94,2,1,Laboratory Technician                   ,2,Married                                 ,2127.0,9100.0,1,Y         ,No        ,21.0,4,4,80,1,1.0,2,3,1.0,0.0,0.0,0.0
644,50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,1,Male                ,99,3,5,Manager                                 ,2,Married                                 ,18200.0,7999.0,1,Y         ,No        ,11.0,3,3,80,1,32.0,2,3,32.0,5.0,10.0,7.0
645,25,No,Travel_Rarely,622,Sales,13,1,Medical,1,2,Male                ,40,3,1,Sales Representative                    ,3,Married                                 ,2096.0,26376.0,1,Y         ,No        ,11.0,3,3,80,0,7.0,1,3,7.0,4.0,0.0,6.0
647,24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,1,Female              ,55,3,1,Laboratory Technician                   ,3,Married                                 ,2886.0,14168.0,1,Y         ,Yes       ,16.0,3,4,80,1,6.0,4,3,6.0,3.0,1.0,2.0
648,30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,2,Male                ,74,2,1,Sales Representative                    ,1,Married                                 ,2033.0,14470.0,1,Y         ,No        ,18.0,3,3,80,1,1.0,2,4,1.0,0.0,0.0,0.0
649,34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,2,Male                ,83,2,1,Research Scientist                      ,4,Married                                 ,3622.0,22794.0,1,Y         ,Yes       ,13.0,3,4,80,1,6.0,3,3,6.0,5.0,1.0,3.0
650,31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,2,Male                ,46,3,2,Sales Executive                         ,1,Divorced                                ,4233.0,11512.0,2,Y         ,No        ,17.0,3,3,80,0,9.0,2,1,3.0,1.0,1.0,2.0
652,35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,1,Male                ,54,2,2,Laboratory Technician                   ,4,Single                                  ,3681.0,14004.0,4,Y         ,No        ,14.0,3,4,80,0,9.0,3,3,3.0,2.0,0.0,2.0
653,31,No,Travel_Rarely,525,Sales,6,4,Medical,1,1,Male                ,66,4,2,Sales Executive                         ,4,Divorced                                ,5460.0,6219.0,4,Y         ,No        ,22.0,4,4,80,2,13.0,4,4,7.0,7.0,5.0,7.0
655,27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,1,Female              ,66,2,1,Research Scientist                      ,3,Divorced                                ,2187.0,5013.0,0,Y         ,No        ,12.0,3,3,80,2,6.0,5,2,5.0,3.0,0.0,3.0
656,37,No,Travel_Rarely,558,Sales,2,3,Marketing,1,4,Male                ,75,3,2,Sales Executive                         ,3,Married                                 ,9602.0,3010.0,4,Y         ,Yes       ,11.0,3,3,80,1,17.0,3,2,3.0,0.0,1.0,0.0
657,20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,4,Female              ,83,2,1,Research Scientist                      ,2,Single                                  ,2836.0,11757.0,1,Y         ,No        ,13.0,3,4,80,0,1.0,0,4,1.0,0.0,0.0,0.0
659,42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,3,Female              ,81,3,2,Healthcare Representative               ,4,Married                                 ,4089.0,5718.0,1,Y         ,No        ,13.0,3,2,80,2,10.0,4,3,10.0,2.0,2.0,2.0
661,43,No,Travel_Rarely,782,Research & Development,6,4,Other,1,2,Male                ,50,2,4,Research Director                       ,4,Divorced                                ,16627.0,2671.0,4,Y         ,Yes       ,14.0,3,3,80,1,21.0,3,2,1.0,0.0,0.0,0.0
662,38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,3,Female              ,43,3,1,Research Scientist                      ,1,Single                                  ,2619.0,14561.0,3,Y         ,No        ,17.0,3,4,80,0,8.0,3,2,0.0,0.0,0.0,0.0
663,43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,1,4,Male                ,72,3,2,Laboratory Technician                   ,3,Divorced                                ,5679.0,19627.0,3,Y         ,Yes       ,13.0,3,2,80,1,10.0,3,3,8.0,7.0,4.0,7.0
664,48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,4,Female              ,40,2,4,Manager                                 ,1,Married                                 ,15402.0,17997.0,7,Y         ,No        ,11.0,3,1,80,1,21.0,3,1,3.0,2.0,0.0,2.0
665,44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,1,Female              ,50,2,2,Human Resources                         ,3,Single                                  ,5985.0,26894.0,4,Y         ,No        ,11.0,3,2,80,0,10.0,1,4,2.0,2.0,0.0,2.0
666,34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,1,3,Female              ,31,3,1,Sales Representative                    ,3,Divorced                                ,2579.0,2912.0,1,Y         ,Yes       ,18.0,3,4,80,2,8.0,3,3,8.0,2.0,0.0,6.0
667,27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,3,Male                ,85,3,1,Sales Representative                    ,1,Divorced                                ,3041.0,16346.0,0,Y         ,No        ,11.0,3,2,80,1,5.0,3,3,4.0,3.0,0.0,2.0
669,21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,3,Male                ,49,3,1,Sales Representative                    ,3,Single                                  ,3447.0,24444.0,1,Y         ,No        ,11.0,3,3,80,0,3.0,2,3,3.0,2.0,1.0,2.0
671,44,No,Travel_Rarely,1315,Research & Development,3,4,Other,1,4,Male                ,35,3,5,Manager                                 ,4,Married                                 ,19513.0,9358.0,4,Y         ,Yes       ,12.0,3,1,80,1,26.0,2,4,2.0,2.0,0.0,1.0
675,22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,1,Male                ,69,3,1,Research Scientist                      ,3,Married                                 ,2773.0,12145.0,0,Y         ,No        ,20.0,4,4,80,0,3.0,3,3,2.0,2.0,2.0,2.0
677,33,No,Travel_Rarely,1216,Sales,8,4,Marketing,1,3,Male                ,39,3,2,Sales Executive                         ,3,Divorced                                ,7104.0,20431.0,0,Y         ,No        ,12.0,3,4,80,0,6.0,3,3,5.0,0.0,1.0,2.0
679,32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,1,Female              ,92,3,2,Research Scientist                      ,4,Married                                 ,6322.0,18089.0,1,Y         ,Yes       ,12.0,3,4,80,1,6.0,2,2,6.0,4.0,0.0,5.0
680,30,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,3,Female              ,71,3,1,Research Scientist                      ,3,Divorced                                ,2083.0,22653.0,1,Y         ,No        ,20.0,4,3,80,1,1.0,2,3,1.0,0.0,0.0,0.0
682,53,No,Travel_Rarely,238,Sales,1,1,Medical,1,4,Female              ,34,3,2,Sales Executive                         ,1,Single                                  ,8381.0,7507.0,7,Y         ,No        ,20.0,4,4,80,0,18.0,2,4,14.0,7.0,8.0,10.0
683,34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,2,Male                ,42,3,1,Research Scientist                      ,4,Married                                 ,2691.0,7660.0,1,Y         ,No        ,12.0,3,4,80,1,10.0,4,2,10.0,9.0,8.0,8.0
684,45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,1,Female              ,100,3,2,Sales Executive                         ,1,Married                                 ,4286.0,5630.0,2,Y         ,No        ,14.0,3,4,80,2,5.0,4,3,1.0,1.0,0.0,0.0
686,26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,3,Female              ,71,3,1,Laboratory Technician                   ,4,Married                                 ,2659.0,17759.0,1,Y         ,Yes       ,13.0,3,3,80,1,3.0,2,3,3.0,2.0,0.0,2.0
689,37,No,Travel_Rarely,482,Research & Development,3,3,Other,1,3,Male                ,36,3,3,Manufacturing Director                  ,3,Married                                 ,9434.0,9606.0,1,Y         ,No        ,15.0,3,3,80,1,10.0,2,3,10.0,7.0,7.0,8.0
690,29,No,Travel_Rarely,1176,Sales,3,2,Medical,1,2,Female              ,62,3,2,Sales Executive                         ,3,Married                                 ,5561.0,3487.0,1,Y         ,No        ,14.0,3,1,80,1,6.0,5,2,6.0,0.0,1.0,2.0
691,35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,2,Male                ,82,1,2,Research Scientist                      ,4,Single                                  ,6646.0,19368.0,1,Y         ,No        ,13.0,3,2,80,0,17.0,3,3,17.0,11.0,11.0,8.0
692,33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,3,Male                ,30,3,2,Healthcare Representative               ,4,Divorced                                ,7725.0,5335.0,3,Y         ,No        ,23.0,4,3,80,1,15.0,2,1,13.0,11.0,4.0,7.0
698,54,No,Travel_Rarely,397,Human Resources,19,4,Medical,1,3,Male                ,88,3,3,Human Resources                         ,2,Married                                 ,10725.0,6729.0,2,Y         ,No        ,15.0,3,3,80,1,16.0,1,4,9.0,7.0,7.0,1.0
699,36,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,2,Male                ,48,2,2,Manufacturing Director                  ,2,Divorced                                ,8847.0,13934.0,2,Y         ,Yes       ,11.0,3,3,80,1,13.0,2,3,3.0,2.0,0.0,2.0
700,27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,1,Male                ,54,2,1,Research Scientist                      ,4,Single                                  ,2045.0,15174.0,0,Y         ,No        ,13.0,3,4,80,0,5.0,0,3,4.0,2.0,1.0,1.0
701,20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,1,4,Male                ,32,3,1,Research Scientist                      ,3,Single                                  ,1009.0,26999.0,1,Y         ,Yes       ,11.0,3,4,80,0,1.0,5,3,1.0,0.0,1.0,1.0
702,33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,1,Male                ,70,3,1,Research Scientist                      ,1,Single                                  ,3348.0,3164.0,1,Y         ,Yes       ,11.0,3,1,80,0,10.0,3,3,10.0,8.0,9.0,7.0
704,35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,1,3,Male                ,41,2,1,Laboratory Technician                   ,3,Married                                 ,1281.0,16900.0,1,Y         ,No        ,18.0,3,3,80,2,1.0,3,3,1.0,0.0,0.0,0.0
705,23,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,1,Male                ,58,4,1,Research Scientist                      ,1,Married                                 ,2819.0,8544.0,2,Y         ,No        ,16.0,3,1,80,1,5.0,3,4,3.0,2.0,0.0,2.0
707,25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,1,4,Male                ,57,4,2,Sales Executive                         ,2,Married                                 ,4851.0,15678.0,0,Y         ,No        ,22.0,4,3,80,1,4.0,4,3,3.0,2.0,1.0,2.0
709,38,No,Travel_Rarely,243,Sales,7,4,Marketing,1,4,Female              ,46,2,2,Sales Executive                         ,4,Single                                  ,4028.0,7791.0,0,Y         ,No        ,20.0,4,1,80,0,8.0,2,3,7.0,7.0,0.0,5.0
710,29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,2,Male                ,76,1,1,Research Scientist                      ,4,Divorced                                ,2720.0,18959.0,1,Y         ,No        ,18.0,3,4,80,1,10.0,5,3,10.0,7.0,2.0,8.0
712,48,No,Travel_Rarely,817,Sales,2,1,Marketing,1,2,Male                ,56,4,2,Sales Executive                         ,2,Married                                 ,8120.0,18597.0,3,Y         ,No        ,12.0,3,4,80,0,12.0,3,3,2.0,2.0,2.0,2.0
714,27,No,Travel_Frequently,1410,Sales,3,1,Medical,1,4,Female              ,71,4,2,Sales Executive                         ,4,Divorced                                ,4647.0,16673.0,1,Y         ,Yes       ,20.0,4,2,80,2,6.0,3,3,6.0,5.0,0.0,4.0
715,37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,4,Male                ,80,4,1,Research Scientist                      ,4,Single                                  ,4680.0,15232.0,3,Y         ,No        ,17.0,3,1,80,0,4.0,2,3,1.0,0.0,0.0,0.0
716,50,No,Travel_Rarely,1207,Research & Development,28,1,Medical,1,4,Male                ,74,4,1,Laboratory Technician                   ,3,Married                                 ,3221.0,3297.0,1,Y         ,Yes       ,11.0,3,3,80,3,20.0,3,3,20.0,8.0,3.0,8.0
717,34,No,Travel_Rarely,1442,Research & Development,9,3,Medical,1,4,Female              ,46,2,3,Healthcare Representative               ,2,Single                                  ,8621.0,17654.0,1,Y         ,No        ,14.0,3,2,80,0,9.0,3,4,8.0,7.0,7.0,7.0
720,24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,1,Female              ,65,3,2,Sales Executive                         ,3,Single                                  ,4577.0,24785.0,9,Y         ,No        ,14.0,3,1,80,0,4.0,3,3,2.0,2.0,2.0,0.0
721,39,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,4,Female              ,80,2,2,Healthcare Representative               ,3,Single                                  ,4553.0,20978.0,1,Y         ,No        ,11.0,3,1,80,0,20.0,4,3,20.0,7.0,11.0,10.0
722,32,No,Travel_Rarely,929,Sales,10,3,Marketing,1,4,Male                ,55,3,2,Sales Executive                         ,4,Single                                  ,5396.0,21703.0,1,Y         ,No        ,12.0,3,4,80,0,10.0,2,2,10.0,7.0,0.0,8.0
723,50,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,1,2,Male                ,50,3,2,Sales Executive                         ,3,Married                                 ,6796.0,23452.0,3,Y         ,Yes       ,14.0,3,1,80,1,18.0,4,3,4.0,3.0,1.0,3.0
724,38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,2,Female              ,33,4,2,Healthcare Representative               ,4,Single                                  ,7625.0,19383.0,0,Y         ,No        ,13.0,3,3,80,0,10.0,4,2,9.0,7.0,1.0,8.0
725,27,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,3,Female              ,68,3,3,Manufacturing Director                  ,1,Married                                 ,7412.0,6009.0,1,Y         ,No        ,11.0,3,4,80,0,9.0,3,3,9.0,7.0,0.0,7.0
727,32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,3,Female              ,39,3,3,Research Director                       ,4,Single                                  ,11159.0,19373.0,3,Y         ,No        ,15.0,3,4,80,0,10.0,6,3,7.0,7.0,7.0,7.0
728,47,No,Travel_Rarely,703,Sales,14,4,Marketing,1,4,Male                ,42,3,2,Sales Executive                         ,1,Single                                  ,4960.0,11825.0,2,Y         ,No        ,12.0,3,4,80,0,20.0,2,3,7.0,7.0,1.0,7.0
729,40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,1,4,Male                ,48,2,3,Sales Executive                         ,1,Married                                 ,10475.0,23772.0,5,Y         ,Yes       ,21.0,4,3,80,1,20.0,2,3,18.0,13.0,1.0,12.0
730,53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,3,Male                ,59,4,4,Research Director                       ,3,Married                                 ,14814.0,13514.0,3,Y         ,No        ,19.0,3,3,80,0,32.0,3,3,5.0,1.0,1.0,3.0
731,41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,2,Male                ,73,2,5,Manager                                 ,4,Divorced                                ,19141.0,8861.0,3,Y         ,No        ,15.0,3,2,80,3,23.0,2,2,21.0,6.0,12.0,6.0
