EmployeeNumber,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_comp_worked,Age_Over18,Work_Overtime,Salary_Hike_Percentage,Performance_Rating,Relationship_Satisfaction,Std_working_hours,Stack_Option_Level,Total_working_years,Train_time_last_year,work_life_balance,Years_company,Years_current_role,Years_Promotion,Years_curr_mangaer
684,1,Female              ,100,3,2,Sales Executive                         ,1,Married                                 ,4286.0,5630.0,2,Y         ,No        ,14.0,3,4,80,2,5.0,4,3,1.0,1.0,0.0,0.0
686,3,Female              ,71,3,1,Laboratory Technician                   ,4,Married                                 ,2659.0,17759.0,1,Y         ,Yes       ,13.0,3,3,80,1,3.0,2,3,3.0,2.0,0.0,2.0
689,3,Male                ,36,3,3,Manufacturing Director                  ,3,Married                                 ,9434.0,9606.0,1,Y         ,No        ,15.0,3,3,80,1,10.0,2,3,10.0,7.0,7.0,8.0
690,2,Female              ,62,3,2,Sales Executive                         ,3,Married                                 ,5561.0,3487.0,1,Y         ,No        ,14.0,3,1,80,1,6.0,5,2,6.0,0.0,1.0,2.0
691,2,Male                ,82,1,2,Research Scientist                      ,4,Single                                  ,6646.0,19368.0,1,Y         ,No        ,13.0,3,2,80,0,17.0,3,3,17.0,11.0,11.0,8.0
692,3,Male                ,30,3,2,Healthcare Representative               ,4,Divorced                                ,7725.0,5335.0,3,Y         ,No        ,23.0,4,3,80,1,15.0,2,1,13.0,11.0,4.0,7.0
698,3,Male                ,88,3,3,Human Resources                         ,2,Married                                 ,10725.0,6729.0,2,Y         ,No        ,15.0,3,3,80,1,16.0,1,4,9.0,7.0,7.0,1.0
699,2,Male                ,48,2,2,Manufacturing Director                  ,2,Divorced                                ,8847.0,13934.0,2,Y         ,Yes       ,11.0,3,3,80,1,13.0,2,3,3.0,2.0,0.0,2.0
700,1,Male                ,54,2,1,Research Scientist                      ,4,Single                                  ,2045.0,15174.0,0,Y         ,No        ,13.0,3,4,80,0,5.0,0,3,4.0,2.0,1.0,1.0
701,4,Male                ,32,3,1,Research Scientist                      ,3,Single                                  ,1009.0,26999.0,1,Y         ,Yes       ,11.0,3,4,80,0,1.0,5,3,1.0,0.0,1.0,1.0
702,1,Male                ,70,3,1,Research Scientist                      ,1,Single                                  ,3348.0,3164.0,1,Y         ,Yes       ,11.0,3,1,80,0,10.0,3,3,10.0,8.0,9.0,7.0
704,3,Male                ,41,2,1,Laboratory Technician                   ,3,Married                                 ,1281.0,16900.0,1,Y         ,No        ,18.0,3,3,80,2,1.0,3,3,1.0,0.0,0.0,0.0
705,1,Male                ,58,4,1,Research Scientist                      ,1,Married                                 ,2819.0,8544.0,2,Y         ,No        ,16.0,3,1,80,1,5.0,3,4,3.0,2.0,0.0,2.0
707,4,Male                ,57,4,2,Sales Executive                         ,2,Married                                 ,4851.0,15678.0,0,Y         ,No        ,22.0,4,3,80,1,4.0,4,3,3.0,2.0,1.0,2.0
709,4,Female              ,46,2,2,Sales Executive                         ,4,Single                                  ,4028.0,7791.0,0,Y         ,No        ,20.0,4,1,80,0,8.0,2,3,7.0,7.0,0.0,5.0
710,2,Male                ,76,1,1,Research Scientist                      ,4,Divorced                                ,2720.0,18959.0,1,Y         ,No        ,18.0,3,4,80,1,10.0,5,3,10.0,7.0,2.0,8.0
712,2,Male                ,56,4,2,Sales Executive                         ,2,Married                                 ,8120.0,18597.0,3,Y         ,No        ,12.0,3,4,80,0,12.0,3,3,2.0,2.0,2.0,2.0
714,4,Female              ,71,4,2,Sales Executive                         ,4,Divorced                                ,4647.0,16673.0,1,Y         ,Yes       ,20.0,4,2,80,2,6.0,3,3,6.0,5.0,0.0,4.0
715,4,Male                ,80,4,1,Research Scientist                      ,4,Single                                  ,4680.0,15232.0,3,Y         ,No        ,17.0,3,1,80,0,4.0,2,3,1.0,0.0,0.0,0.0
716,4,Male                ,74,4,1,Laboratory Technician                   ,3,Married                                 ,3221.0,3297.0,1,Y         ,Yes       ,11.0,3,3,80,3,20.0,3,3,20.0,8.0,3.0,8.0
717,4,Female              ,46,2,3,Healthcare Representative               ,2,Single                                  ,8621.0,17654.0,1,Y         ,No        ,14.0,3,2,80,0,9.0,3,4,8.0,7.0,7.0,7.0
720,1,Female              ,65,3,2,Sales Executive                         ,3,Single                                  ,4577.0,24785.0,9,Y         ,No        ,14.0,3,1,80,0,4.0,3,3,2.0,2.0,2.0,0.0
721,4,Female              ,80,2,2,Healthcare Representative               ,3,Single                                  ,4553.0,20978.0,1,Y         ,No        ,11.0,3,1,80,0,20.0,4,3,20.0,7.0,11.0,10.0
722,4,Male                ,55,3,2,Sales Executive                         ,4,Single                                  ,5396.0,21703.0,1,Y         ,No        ,12.0,3,4,80,0,10.0,2,2,10.0,7.0,0.0,8.0
723,2,Male                ,50,3,2,Sales Executive                         ,3,Married                                 ,6796.0,23452.0,3,Y         ,Yes       ,14.0,3,1,80,1,18.0,4,3,4.0,3.0,1.0,3.0
724,2,Female              ,33,4,2,Healthcare Representative               ,4,Single                                  ,7625.0,19383.0,0,Y         ,No        ,13.0,3,3,80,0,10.0,4,2,9.0,7.0,1.0,8.0
725,3,Female              ,68,3,3,Manufacturing Director                  ,1,Married                                 ,7412.0,6009.0,1,Y         ,No        ,11.0,3,4,80,0,9.0,3,3,9.0,7.0,0.0,7.0
727,3,Female              ,39,3,3,Research Director                       ,4,Single                                  ,11159.0,19373.0,3,Y         ,No        ,15.0,3,4,80,0,10.0,6,3,7.0,7.0,7.0,7.0
728,4,Male                ,42,3,2,Sales Executive                         ,1,Single                                  ,4960.0,11825.0,2,Y         ,No        ,12.0,3,4,80,0,20.0,2,3,7.0,7.0,1.0,7.0
729,4,Male                ,48,2,3,Sales Executive                         ,1,Married                                 ,10475.0,23772.0,5,Y         ,Yes       ,21.0,4,3,80,1,20.0,2,3,18.0,13.0,1.0,12.0
730,3,Male                ,59,4,4,Research Director                       ,3,Married                                 ,14814.0,13514.0,3,Y         ,No        ,19.0,3,3,80,0,32.0,3,3,5.0,1.0,1.0,3.0
731,2,Male                ,73,2,5,Manager                                 ,4,Divorced                                ,19141.0,8861.0,3,Y         ,No        ,15.0,3,2,80,3,23.0,2,2,21.0,6.0,12.0,6.0
732,1,Male                ,84,3,2,Sales Executive                         ,1,Single                                  ,5405.0,11924.0,8,Y         ,No        ,14.0,3,4,80,0,10.0,1,3,2.0,2.0,2.0,2.0
733,4,Male                ,32,3,3,Manufacturing Director                  ,1,Divorced                                ,8793.0,4809.0,1,Y         ,No        ,21.0,4,3,80,2,9.0,4,2,9.0,7.0,1.0,7.0
734,4,Male                ,59,2,5,Manager                                 ,3,Married                                 ,19189.0,19562.0,1,Y         ,No        ,12.0,3,2,80,1,22.0,3,3,22.0,7.0,2.0,10.0
738,4,Male                ,54,3,1,Sales Representative                    ,2,Married                                 ,3875.0,9983.0,7,Y         ,No        ,15.0,3,4,80,1,4.0,2,3,2.0,2.0,2.0,2.0
741,1,Female              ,67,1,1,Research Scientist                      ,2,Single                                  ,2216.0,3872.0,7,Y         ,Yes       ,13.0,3,4,80,0,10.0,4,3,7.0,7.0,3.0,7.0
742,1,Female              ,63,4,3,Research Director                       ,1,Married                                 ,11713.0,20335.0,9,Y         ,No        ,14.0,3,1,80,1,10.0,2,3,8.0,7.0,0.0,5.0
743,3,Female              ,81,3,3,Manufacturing Director                  ,3,Single                                  ,7861.0,15397.0,4,Y         ,Yes       ,14.0,3,4,80,0,10.0,4,4,1.0,0.0,0.0,0.0
744,1,Male                ,49,1,1,Laboratory Technician                   ,3,Single                                  ,3708.0,2104.0,2,Y         ,No        ,14.0,3,3,80,0,9.0,5,3,5.0,2.0,1.0,4.0
746,4,Female              ,49,3,4,Sales Executive                         ,3,Divorced                                ,13770.0,10225.0,9,Y         ,Yes       ,12.0,3,4,80,2,28.0,2,2,22.0,2.0,11.0,13.0
747,3,Male                ,99,3,2,Sales Executive                         ,4,Divorced                                ,5304.0,25275.0,7,Y         ,No        ,23.0,4,4,80,1,10.0,2,2,8.0,7.0,7.0,7.0
749,3,Male                ,99,3,1,Sales Representative                    ,3,Single                                  ,2642.0,2755.0,1,Y         ,No        ,11.0,3,3,80,0,1.0,6,3,1.0,0.0,0.0,0.0
752,3,Male                ,57,4,1,Research Scientist                      ,3,Divorced                                ,2759.0,20366.0,6,Y         ,Yes       ,12.0,3,4,80,0,7.0,2,3,2.0,2.0,2.0,2.0
754,4,Male                ,47,2,2,Sales Executive                         ,4,Married                                 ,6804.0,23683.0,3,Y         ,No        ,18.0,3,3,80,1,7.0,5,3,2.0,2.0,2.0,2.0
757,2,Female              ,96,3,2,Healthcare Representative               ,3,Single                                  ,6142.0,7360.0,3,Y         ,No        ,11.0,3,4,80,0,10.0,2,3,5.0,1.0,4.0,3.0
758,2,Male                ,37,3,1,Laboratory Technician                   ,1,Married                                 ,2500.0,4344.0,1,Y         ,No        ,14.0,3,4,80,1,5.0,2,4,4.0,3.0,0.0,2.0
760,3,Female              ,44,4,2,Human Resources                         ,2,Married                                 ,6389.0,18767.0,9,Y         ,No        ,15.0,3,3,80,1,12.0,3,1,8.0,3.0,3.0,6.0
762,3,Male                ,81,3,4,Healthcare Representative               ,4,Married                                 ,11103.0,20420.0,7,Y         ,No        ,11.0,3,3,80,0,30.0,1,2,10.0,7.0,1.0,1.0
763,4,Female              ,86,2,1,Research Scientist                      ,4,Single                                  ,2342.0,22929.0,0,Y         ,Yes       ,20.0,4,4,80,0,5.0,2,2,4.0,2.0,2.0,3.0
764,4,Female              ,55,2,2,Healthcare Representative               ,1,Single                                  ,6811.0,23398.0,8,Y         ,No        ,19.0,3,1,80,0,9.0,2,1,7.0,6.0,0.0,7.0
766,4,Male                ,83,3,1,Sales Representative                    ,2,Divorced                                ,2297.0,17967.0,1,Y         ,No        ,14.0,3,4,80,2,2.0,2,3,2.0,2.0,2.0,2.0
769,4,Male                ,86,3,2,Laboratory Technician                   ,4,Single                                  ,2450.0,10919.0,2,Y         ,No        ,17.0,3,4,80,0,19.0,4,3,2.0,2.0,2.0,2.0
771,4,Female              ,61,3,2,Healthcare Representative               ,1,Divorced                                ,5093.0,4761.0,2,Y         ,No        ,11.0,3,1,80,1,16.0,2,4,1.0,0.0,0.0,0.0
772,1,Male                ,80,3,2,Laboratory Technician                   ,4,Married                                 ,5309.0,21146.0,1,Y         ,No        ,15.0,3,4,80,2,10.0,2,3,10.0,8.0,4.0,7.0
773,4,Male                ,92,3,1,Research Scientist                      ,3,Married                                 ,3057.0,20471.0,6,Y         ,Yes       ,13.0,3,2,80,1,6.0,0,1,1.0,0.0,0.0,1.0
775,2,Female              ,32,3,2,Manufacturing Director                  ,1,Divorced                                ,5121.0,4187.0,3,Y         ,No        ,14.0,3,3,80,1,7.0,3,3,0.0,0.0,0.0,0.0
776,3,Male                ,31,2,4,Manager                                 ,1,Married                                 ,16856.0,10084.0,1,Y         ,No        ,11.0,3,1,80,0,34.0,3,4,34.0,6.0,1.0,16.0
780,4,Male                ,63,3,1,Research Scientist                      ,4,Single                                  ,2686.0,5207.0,1,Y         ,Yes       ,13.0,3,3,80,0,10.0,2,2,10.0,9.0,7.0,8.0
781,3,Female              ,32,3,2,Sales Executive                         ,4,Single                                  ,6180.0,22807.0,1,Y         ,No        ,23.0,4,2,80,0,6.0,5,2,6.0,5.0,1.0,4.0
783,2,Male                ,46,1,2,Sales Representative                    ,3,Single                                  ,6632.0,12388.0,0,Y         ,No        ,13.0,3,1,80,0,9.0,3,3,8.0,7.0,3.0,1.0
784,1,Male                ,79,4,1,Research Scientist                      ,3,Single                                  ,3505.0,19630.0,1,Y         ,No        ,18.0,3,4,80,0,2.0,3,3,2.0,2.0,0.0,2.0
785,2,Female              ,77,4,2,Sales Executive                         ,3,Single                                  ,6397.0,10339.0,4,Y         ,Yes       ,12.0,3,4,80,0,8.0,2,3,5.0,4.0,1.0,3.0
786,4,Male                ,60,3,2,Sales Executive                         ,4,Single                                  ,6274.0,18686.0,1,Y         ,No        ,22.0,4,3,80,0,6.0,5,3,6.0,5.0,1.0,4.0
787,4,Male                ,78,3,5,Manager                                 ,1,Married                                 ,19859.0,21199.0,5,Y         ,Yes       ,13.0,3,4,80,1,24.0,2,3,5.0,2.0,1.0,4.0
789,1,Male                ,76,2,3,Sales Executive                         ,1,Single                                  ,7587.0,14229.0,1,Y         ,No        ,15.0,3,2,80,0,10.0,1,3,10.0,7.0,0.0,9.0
791,4,Male                ,41,3,1,Research Scientist                      ,4,Married                                 ,4258.0,26589.0,0,Y         ,No        ,18.0,3,1,80,1,5.0,3,3,4.0,3.0,1.0,2.0
792,1,Female              ,71,1,1,Laboratory Technician                   ,4,Divorced                                ,4364.0,5288.0,3,Y         ,No        ,14.0,3,1,80,1,5.0,2,3,2.0,2.0,2.0,0.0
793,2,Female              ,66,3,2,Healthcare Representative               ,3,Married                                 ,4335.0,25549.0,4,Y         ,No        ,12.0,3,1,80,1,11.0,3,2,8.0,7.0,1.0,1.0
796,4,Male                ,38,2,2,Sales Executive                         ,1,Single                                  ,5326.0,3064.0,6,Y         ,No        ,17.0,3,3,80,0,6.0,2,2,4.0,3.0,1.0,2.0
797,2,Female              ,72,4,1,Research Scientist                      ,4,Single                                  ,3280.0,13551.0,2,Y         ,No        ,16.0,3,3,80,0,10.0,2,3,4.0,2.0,1.0,3.0
799,4,Female              ,95,3,2,Manufacturing Director                  ,1,Divorced                                ,5485.0,22670.0,9,Y         ,Yes       ,11.0,3,2,80,2,9.0,4,3,5.0,3.0,1.0,4.0
800,3,Male                ,84,3,2,Sales Executive                         ,4,Married                                 ,4342.0,24008.0,0,Y         ,No        ,19.0,3,2,80,1,5.0,3,3,4.0,2.0,1.0,1.0
802,4,Female              ,82,3,1,Research Scientist                      ,1,Divorced                                ,2782.0,19905.0,0,Y         ,Yes       ,13.0,3,2,80,2,6.0,3,2,5.0,3.0,4.0,3.0
803,1,Female              ,75,4,2,Manufacturing Director                  ,1,Single                                  ,5980.0,26085.0,6,Y         ,Yes       ,12.0,3,4,80,0,17.0,2,3,15.0,7.0,4.0,12.0
804,3,Female              ,86,2,1,Research Scientist                      ,1,Single                                  ,4381.0,7530.0,1,Y         ,No        ,11.0,3,3,80,0,6.0,3,3,6.0,5.0,1.0,3.0
805,1,Female              ,72,3,1,Sales Representative                    ,4,Married                                 ,2572.0,20317.0,1,Y         ,No        ,16.0,3,2,80,1,3.0,1,2,3.0,2.0,0.0,2.0
806,4,Male                ,38,1,1,Laboratory Technician                   ,3,Married                                 ,3833.0,24375.0,3,Y         ,No        ,21.0,4,3,80,2,7.0,2,3,2.0,2.0,0.0,2.0
807,3,Female              ,38,4,2,Healthcare Representative               ,2,Married                                 ,4244.0,9931.0,1,Y         ,No        ,24.0,4,4,80,1,8.0,2,3,8.0,7.0,3.0,7.0
808,3,Female              ,93,3,2,Sales Executive                         ,1,Married                                 ,6500.0,13305.0,5,Y         ,No        ,17.0,3,2,80,1,6.0,1,3,3.0,2.0,1.0,2.0
809,2,Male                ,66,3,5,Manager                                 ,4,Divorced                                ,18430.0,16225.0,1,Y         ,No        ,13.0,3,2,80,1,24.0,4,2,24.0,7.0,14.0,9.0
