Age,Attrition,Business_Travel,DailyRate,Department,Distance_From_Home,Education_in_years,Education_Field,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_comp_worked,Work_Overtime,Salary_Hike_Percentage,Performance_Rating,Relationship_Satisfaction,Stack_Option_Level,Total_working_years,Train_time_last_year,work_life_balance,Years_company,Years_current_role,Years_Promotion,Years_curr_mangaer
33,0,1,1146,2,25,3,3,2,0,82,3,7,3,1,4539.0,4905.0,1,0,12.0,3,1,1,10.0,3,2,10.0,7.0,0.0,1.0
36,0,2,917,1,6,4,1,3,1,60,1,2,3,0,2741.0,6865.0,1,0,14.0,3,3,1,7.0,4,3,7.0,7.0,1.0,7.0
30,0,2,853,1,7,4,1,3,1,49,3,2,3,0,3491.0,11309.0,1,0,13.0,3,1,3,10.0,4,2,10.0,7.0,8.0,9.0
44,0,2,200,1,29,4,4,4,1,32,3,6,4,2,4541.0,7744.0,1,0,25.0,4,2,0,20.0,3,3,20.0,11.0,13.0,17.0
20,0,2,654,2,21,3,2,3,1,43,4,8,4,2,2678.0,5050.0,1,0,17.0,3,4,0,2.0,2,3,2.0,1.0,2.0,2.0
46,0,2,150,1,2,4,5,4,1,60,3,4,4,0,7379.0,17433.0,2,0,11.0,3,3,1,12.0,3,2,6.0,3.0,1.0,4.0
42,0,0,179,0,2,5,3,4,1,79,4,1,1,1,6272.0,12858.0,7,0,16.0,3,1,1,10.0,3,4,4.0,3.0,0.0,3.0
60,0,2,696,2,7,4,2,2,1,52,4,7,4,0,5220.0,10893.0,0,1,18.0,3,2,1,12.0,3,3,11.0,7.0,1.0,9.0
32,0,1,116,1,13,3,4,3,0,77,2,2,2,1,2743.0,7331.0,1,0,20.0,4,3,1,2.0,2,3,2.0,2.0,2.0,2.0
32,0,1,1316,1,2,2,1,4,0,38,3,6,3,2,4998.0,2338.0,4,1,14.0,3,4,0,10.0,2,3,8.0,7.0,0.0,7.0
36,0,2,363,1,1,3,5,3,0,77,1,4,1,0,10252.0,4235.0,2,1,21.0,4,3,1,17.0,2,3,7.0,7.0,7.0,7.0
33,0,2,117,1,9,3,3,1,1,60,3,6,4,1,2781.0,6311.0,0,0,13.0,3,2,1,15.0,5,3,14.0,10.0,4.0,10.0
40,0,2,107,2,10,3,5,2,0,84,2,7,2,0,6852.0,11591.0,7,0,12.0,3,2,1,7.0,2,4,5.0,1.0,1.0,3.0
25,0,2,1356,2,10,4,1,3,1,57,3,7,4,2,4950.0,20623.0,0,0,14.0,3,2,0,5.0,4,3,4.0,3.0,1.0,1.0
30,0,2,1465,1,1,3,3,4,1,63,3,6,2,1,3579.0,9369.0,0,1,21.0,4,1,1,12.0,2,3,11.0,9.0,5.0,7.0
42,0,1,458,1,26,5,3,1,0,60,3,5,1,1,13191.0,23281.0,3,1,17.0,3,3,0,20.0,6,3,1.0,0.0,0.0,0.0
35,0,0,1212,2,8,2,2,3,0,78,2,7,4,1,10377.0,13755.0,4,1,11.0,3,2,1,16.0,6,2,13.0,2.0,4.0,12.0
27,0,2,1103,1,14,3,1,1,1,42,3,6,1,1,2235.0,14377.0,1,1,14.0,3,4,2,9.0,3,2,9.0,7.0,6.0,8.0
54,0,1,966,1,1,4,1,4,0,53,3,4,3,0,10502.0,9659.0,7,0,17.0,3,1,1,33.0,2,1,5.0,4.0,1.0,4.0
44,0,2,1117,1,2,1,1,1,0,72,4,6,4,1,2011.0,19982.0,1,0,13.0,3,4,1,10.0,5,3,10.0,5.0,7.0,7.0
19,1,0,504,1,10,3,3,1,0,96,2,6,2,2,1859.0,6148.0,1,1,25.0,4,2,0,1.0,2,4,1.0,1.0,0.0,0.0
29,0,2,1010,1,1,3,1,1,0,97,3,6,4,0,3760.0,5598.0,1,0,15.0,3,1,3,3.0,5,3,3.0,2.0,1.0,2.0
54,0,2,685,1,3,3,1,4,1,85,3,5,4,1,17779.0,23474.0,3,0,14.0,3,1,0,36.0,2,3,10.0,9.0,0.0,9.0
31,0,2,1332,1,11,2,3,3,1,80,3,0,1,1,6833.0,17089.0,1,1,12.0,3,4,0,6.0,2,2,6.0,5.0,0.0,1.0
31,0,2,1062,1,24,3,3,3,0,96,2,0,1,2,6812.0,17198.0,1,0,19.0,3,2,0,10.0,2,3,10.0,9.0,1.0,8.0
59,0,2,326,2,3,3,1,3,0,48,2,7,4,2,5171.0,16490.0,5,0,17.0,3,4,0,13.0,2,3,6.0,1.0,0.0,5.0
43,0,2,920,1,3,3,1,3,1,96,1,5,4,1,19740.0,18625.0,3,0,14.0,3,2,1,25.0,2,3,8.0,7.0,0.0,7.0
49,0,2,1098,1,4,2,3,1,1,85,2,3,3,1,18711.0,12124.0,2,0,13.0,3,3,1,23.0,2,4,1.0,0.0,0.0,0.0
36,0,1,469,1,3,3,5,3,1,46,3,6,2,1,3692.0,9256.0,1,0,12.0,3,3,0,12.0,2,2,11.0,10.0,0.0,7.0
48,0,2,969,1,2,2,5,4,1,76,4,2,2,2,2559.0,16620.0,5,0,11.0,3,3,0,7.0,4,2,1.0,0.0,0.0,0.0
27,0,2,1167,1,4,2,1,1,1,76,3,6,3,0,2517.0,3208.0,1,0,11.0,3,2,3,5.0,2,3,5.0,3.0,0.0,3.0
29,0,2,1329,1,7,3,1,3,1,82,3,0,4,0,6623.0,4204.0,1,1,11.0,3,2,2,6.0,2,3,6.0,0.0,1.0,0.0
48,0,2,715,1,1,3,1,4,1,76,2,5,4,2,18265.0,8733.0,6,0,12.0,3,3,0,25.0,3,4,1.0,0.0,0.0,0.0
29,0,2,694,1,1,3,1,4,0,87,2,5,4,0,16124.0,3423.0,3,0,14.0,3,2,2,9.0,2,2,7.0,7.0,1.0,7.0
34,0,2,1320,1,20,3,5,3,0,89,4,6,3,1,2585.0,21643.0,0,0,17.0,3,4,0,2.0,5,2,1.0,0.0,0.0,0.0
44,0,2,1099,2,5,3,2,2,1,88,3,3,2,1,18213.0,8751.0,7,0,11.0,3,3,1,26.0,5,3,22.0,9.0,3.0,10.0
33,0,2,536,2,10,5,2,4,1,82,4,7,3,0,8380.0,21708.0,0,1,14.0,3,4,2,10.0,3,3,9.0,8.0,0.0,8.0
19,0,2,265,1,25,3,1,2,0,57,4,6,4,2,2994.0,21221.0,1,1,12.0,3,4,0,1.0,2,3,1.0,0.0,0.0,1.0
23,0,2,373,1,1,2,1,4,1,47,3,6,3,1,1223.0,16901.0,1,0,22.0,4,4,1,1.0,2,3,1.0,0.0,0.0,1.0
25,1,1,599,2,24,1,1,3,1,73,1,8,4,2,1118.0,8040.0,1,1,14.0,3,4,0,1.0,4,3,1.0,0.0,1.0,0.0
26,0,2,583,1,4,2,1,3,1,53,3,6,4,2,2875.0,9973.0,1,1,20.0,4,2,0,8.0,2,2,8.0,5.0,2.0,2.0
45,1,2,1449,2,2,3,2,1,0,94,1,3,2,2,18824.0,2493.0,2,1,16.0,3,1,0,26.0,2,3,24.0,10.0,1.0,11.0
55,0,0,177,1,8,1,3,4,1,37,2,0,2,0,13577.0,25592.0,1,1,15.0,3,4,1,34.0,3,3,33.0,9.0,15.0,0.0
21,1,1,251,1,10,2,1,1,0,45,2,2,3,2,2625.0,25308.0,1,0,20.0,4,3,0,2.0,2,1,2.0,2.0,2.0,2.0
46,0,2,168,2,4,2,2,4,0,33,2,3,2,1,18789.0,9946.0,2,0,14.0,3,3,1,26.0,2,3,11.0,4.0,0.0,8.0
34,0,2,131,2,2,3,2,3,0,86,3,7,1,2,4538.0,6039.0,0,1,12.0,3,4,0,4.0,3,3,3.0,2.0,0.0,2.0
51,0,1,237,2,9,3,1,4,1,83,3,3,2,0,19847.0,19196.0,4,1,24.0,4,1,1,31.0,5,2,29.0,10.0,11.0,10.0
59,0,2,1429,1,18,4,3,4,1,67,3,4,4,2,10512.0,20002.0,6,0,12.0,3,4,0,25.0,6,2,9.0,7.0,5.0,4.0
34,0,1,135,1,19,3,3,3,0,46,3,2,2,0,4444.0,22534.0,4,0,13.0,3,3,2,15.0,2,4,11.0,8.0,5.0,10.0
28,0,1,791,1,1,4,3,4,1,44,3,2,3,2,2154.0,6842.0,0,1,11.0,3,3,0,5.0,2,2,4.0,2.0,0.0,2.0
44,0,2,1199,1,4,2,1,3,1,92,4,3,1,0,19190.0,17477.0,1,0,14.0,3,4,2,26.0,4,2,25.0,9.0,14.0,13.0
34,0,1,648,0,11,3,1,3,1,56,2,1,2,1,4490.0,21833.0,4,0,11.0,3,4,2,14.0,5,4,10.0,9.0,1.0,8.0
35,0,2,735,1,6,1,1,3,1,66,3,6,3,1,3506.0,6020.0,0,1,14.0,3,4,0,4.0,3,3,3.0,2.0,2.0,2.0
42,0,2,603,1,7,4,3,2,0,78,4,6,2,1,2372.0,5628.0,6,1,16.0,3,4,0,18.0,2,3,1.0,0.0,0.0,0.0
43,0,2,531,2,4,4,2,4,0,56,2,7,4,2,10231.0,20364.0,3,0,14.0,3,4,0,23.0,3,4,21.0,7.0,15.0,17.0
36,0,2,429,1,2,4,1,3,0,53,3,4,2,2,5410.0,2323.0,9,1,11.0,3,4,0,18.0,2,3,16.0,14.0,5.0,12.0
44,1,2,621,1,15,3,3,1,0,73,3,0,4,1,7978.0,14075.0,1,0,11.0,3,4,1,10.0,2,3,10.0,7.0,0.0,5.0
28,0,1,193,1,2,3,1,4,1,52,2,2,4,1,3867.0,14222.0,1,1,12.0,3,2,1,2.0,2,3,2.0,2.0,2.0,2.0
51,0,1,968,1,6,2,3,2,0,40,2,2,3,2,2838.0,4257.0,0,0,14.0,3,2,0,8.0,6,2,7.0,0.0,7.0,7.0
30,0,0,879,1,9,2,3,3,0,72,3,4,3,2,4695.0,12858.0,7,1,18.0,3,3,0,10.0,3,3,8.0,4.0,1.0,7.0
29,1,2,806,1,7,3,5,2,0,39,3,2,3,0,3339.0,17285.0,3,1,13.0,3,1,2,10.0,2,3,7.0,7.0,7.0,7.0
28,0,2,640,1,1,3,5,4,1,84,3,6,1,2,2080.0,4732.0,2,0,11.0,3,2,0,5.0,2,2,3.0,2.0,1.0,2.0
25,0,2,266,1,1,3,3,4,0,40,3,6,2,2,2096.0,18830.0,1,0,18.0,3,4,0,2.0,3,2,2.0,2.0,2.0,1.0
32,0,2,604,2,8,3,3,3,1,56,4,7,4,1,6209.0,11693.0,1,0,15.0,3,3,2,10.0,4,4,10.0,7.0,0.0,8.0
45,0,1,364,1,25,3,3,2,0,83,3,3,2,2,18061.0,13035.0,3,0,22.0,4,3,0,22.0,4,3,0.0,0.0,0.0,0.0
39,0,2,412,1,13,4,3,3,0,94,2,3,2,0,17123.0,17334.0,6,1,13.0,3,4,2,21.0,4,3,19.0,9.0,15.0,2.0
58,0,2,848,1,23,4,1,1,1,88,3,6,3,0,2372.0,26076.0,1,0,12.0,3,4,2,2.0,3,3,2.0,2.0,2.0,2.0
32,1,2,1089,1,7,2,1,4,1,79,3,2,3,1,4883.0,22845.0,1,0,18.0,3,1,1,10.0,3,3,10.0,4.0,1.0,1.0
39,1,2,360,1,23,3,3,3,1,93,3,6,1,2,3904.0,22154.0,0,0,13.0,3,1,0,6.0,2,3,5.0,2.0,0.0,3.0
30,0,2,1138,1,6,3,5,1,0,48,2,2,4,1,4627.0,23631.0,0,0,12.0,3,1,1,10.0,6,3,9.0,2.0,6.0,7.0
36,0,2,325,1,10,4,5,4,0,63,3,0,3,1,7094.0,5747.0,3,0,12.0,3,1,0,10.0,0,3,7.0,7.0,1.0,7.0
46,0,2,991,0,1,2,1,4,0,44,3,1,1,2,3423.0,22957.0,6,0,12.0,3,3,0,10.0,3,4,7.0,6.0,5.0,7.0
28,0,0,1476,1,1,3,1,3,0,55,1,2,4,1,6674.0,16392.0,0,0,11.0,3,1,3,10.0,6,3,9.0,8.0,7.0,5.0
50,0,2,1322,1,28,3,1,4,0,43,3,5,1,1,16880.0,22422.0,4,1,11.0,3,2,0,25.0,2,3,3.0,2.0,1.0,2.0
40,1,2,299,2,25,4,2,4,1,57,2,7,2,2,9094.0,17235.0,2,1,12.0,3,3,0,9.0,2,3,5.0,4.0,1.0,0.0
52,1,2,1030,2,5,3,1,2,1,64,3,7,2,2,8446.0,21534.0,9,1,19.0,3,3,0,10.0,2,2,8.0,7.0,7.0,7.0
30,0,2,634,1,17,4,3,2,0,95,3,3,1,1,11916.0,25927.0,1,1,23.0,4,4,2,9.0,2,3,9.0,1.0,0.0,8.0
39,0,2,524,1,18,2,1,1,1,32,3,4,3,2,4534.0,13352.0,0,0,11.0,3,1,0,9.0,6,3,8.0,7.0,1.0,7.0
31,0,0,587,2,2,4,1,4,0,57,3,7,3,0,9852.0,8935.0,1,1,19.0,3,1,1,10.0,5,2,10.0,8.0,9.0,6.0
41,0,0,256,2,10,2,3,3,1,40,1,7,2,2,6151.0,22074.0,1,0,13.0,3,1,0,19.0,4,3,19.0,2.0,11.0,9.0
31,1,1,1060,2,1,3,1,4,0,54,3,8,2,2,2302.0,8319.0,1,1,11.0,3,1,0,3.0,2,4,3.0,2.0,2.0,2.0
44,1,2,935,1,3,3,1,1,1,89,3,2,1,1,2362.0,14669.0,4,0,12.0,3,3,0,10.0,4,4,3.0,2.0,1.0,2.0
42,0,0,495,1,2,1,1,3,1,37,3,3,3,1,17861.0,26582.0,0,1,13.0,3,4,0,21.0,3,2,20.0,8.0,2.0,10.0
55,0,2,282,1,2,2,3,4,0,58,1,3,3,1,19187.0,6992.0,4,0,14.0,3,4,1,23.0,5,3,19.0,9.0,9.0,11.0
56,0,2,206,0,8,4,1,4,1,99,3,3,2,2,19717.0,4022.0,6,0,14.0,3,1,0,36.0,4,3,7.0,3.0,7.0,7.0
40,0,0,458,1,16,2,1,3,1,74,3,6,3,0,3544.0,8532.0,9,0,16.0,3,2,1,6.0,0,3,4.0,2.0,0.0,0.0
34,0,2,943,1,9,3,1,4,1,86,3,0,4,0,8500.0,5494.0,0,0,11.0,3,4,1,10.0,0,2,9.0,7.0,1.0,6.0
40,0,2,523,1,2,3,1,3,1,98,3,6,4,2,4661.0,22455.0,1,0,13.0,3,3,0,9.0,4,3,9.0,8.0,8.0,8.0
41,0,1,1018,2,1,3,2,3,0,66,3,7,1,0,4103.0,4297.0,0,0,17.0,3,4,1,10.0,2,3,9.0,3.0,1.0,7.0
35,0,1,482,1,4,4,1,3,1,87,3,6,3,2,4249.0,2690.0,1,1,11.0,3,2,0,9.0,3,3,9.0,6.0,1.0,1.0
51,0,2,770,0,5,3,1,3,1,84,3,3,2,0,14026.0,17588.0,1,1,11.0,3,2,1,33.0,2,3,33.0,9.0,0.0,10.0
38,0,2,1009,2,2,2,1,2,0,31,3,7,1,0,6893.0,19461.0,3,0,15.0,3,4,1,11.0,3,3,7.0,7.0,1.0,7.0
34,0,2,507,2,15,2,3,3,0,66,3,7,1,2,6125.0,23553.0,1,0,12.0,3,4,0,10.0,6,4,10.0,8.0,9.0,6.0
25,0,2,882,1,19,1,3,4,1,67,3,2,4,1,3669.0,9075.0,3,0,11.0,3,3,3,7.0,6,2,3.0,2.0,1.0,2.0
58,1,2,601,1,7,4,3,3,0,53,2,4,1,1,10008.0,12023.0,7,1,14.0,3,4,0,31.0,0,2,10.0,9.0,5.0,9.0
40,0,2,329,1,1,4,1,2,1,88,3,2,2,1,2387.0,6762.0,3,0,22.0,4,3,1,7.0,3,3,4.0,2.0,0.0,3.0
36,0,1,607,2,7,3,2,1,0,83,4,7,1,1,4639.0,2261.0,2,0,16.0,3,4,1,17.0,2,2,15.0,7.0,6.0,13.0
48,0,2,855,1,4,3,1,4,1,54,3,4,4,2,7898.0,18706.0,1,0,11.0,3,3,0,11.0,2,3,10.0,9.0,0.0,8.0
27,0,2,1291,2,11,3,3,3,0,98,4,8,4,1,2534.0,6527.0,8,0,14.0,3,2,1,5.0,4,3,1.0,0.0,0.0,0.0
51,0,2,1405,1,11,2,5,4,0,82,2,4,2,2,13142.0,24439.0,3,0,16.0,3,2,0,29.0,1,2,5.0,2.0,0.0,3.0
18,0,0,1124,1,1,3,1,4,0,97,3,2,4,2,1611.0,19305.0,1,0,15.0,3,3,0,0.0,5,4,0.0,0.0,0.0,0.0
35,0,2,817,1,1,3,3,4,0,60,2,2,4,1,5363.0,10846.0,0,0,12.0,3,2,1,10.0,0,3,9.0,7.0,0.0,0.0
27,0,1,793,2,2,1,1,4,1,43,1,7,4,2,5071.0,20392.0,3,0,20.0,4,2,0,8.0,3,3,6.0,2.0,0.0,0.0
55,1,2,267,2,13,4,2,1,1,85,4,7,3,2,13695.0,9277.0,6,1,17.0,3,3,0,24.0,2,2,19.0,7.0,3.0,8.0
56,0,2,1369,1,23,3,1,4,1,68,3,4,2,1,13402.0,18235.0,4,1,12.0,3,1,1,33.0,0,3,19.0,16.0,15.0,9.0
34,0,0,999,1,26,1,5,1,0,92,2,6,3,0,2029.0,15891.0,1,0,20.0,4,3,3,5.0,2,3,5.0,4.0,0.0,0.0
40,0,2,1202,1,2,1,3,2,0,89,4,0,3,0,6377.0,13888.0,5,0,20.0,4,2,3,15.0,0,3,12.0,11.0,11.0,8.0
34,0,2,285,1,29,3,3,2,1,86,3,2,3,1,5429.0,17491.0,4,0,13.0,3,1,2,10.0,1,3,8.0,7.0,7.0,7.0
31,1,1,703,2,2,3,1,3,0,90,2,8,4,2,2785.0,11882.0,7,0,14.0,3,3,0,3.0,3,4,1.0,0.0,0.0,0.0
35,1,1,662,2,18,4,2,4,0,67,3,7,3,1,4614.0,23288.0,0,1,18.0,3,3,1,5.0,0,2,4.0,2.0,3.0,2.0
38,0,1,693,1,7,3,1,4,1,57,4,6,3,0,2610.0,15748.0,1,0,11.0,3,4,3,4.0,2,3,4.0,2.0,0.0,3.0
34,0,2,404,1,2,4,5,3,0,98,3,0,4,2,6687.0,6163.0,1,0,11.0,3,4,0,14.0,2,4,14.0,11.0,4.0,11.0
28,0,2,736,2,26,3,1,3,1,48,2,7,1,1,4724.0,24232.0,1,0,11.0,3,3,1,5.0,0,3,5.0,3.0,0.0,4.0
31,1,2,330,1,22,4,3,4,1,98,3,4,3,1,6179.0,21057.0,1,1,15.0,3,4,2,10.0,3,2,10.0,2.0,6.0,7.0
39,0,2,1498,2,21,4,1,1,1,44,2,7,4,1,6120.0,3567.0,3,1,12.0,3,4,2,8.0,2,4,5.0,4.0,1.0,4.0
51,0,1,541,2,2,3,2,2,1,52,3,7,2,1,10596.0,15395.0,2,0,11.0,3,2,0,14.0,5,3,4.0,2.0,3.0,2.0
41,0,1,1200,1,22,3,1,4,0,75,3,6,4,0,5467.0,13953.0,3,1,14.0,3,1,2,12.0,4,2,6.0,2.0,3.0,3.0
37,0,2,1439,1,4,1,1,3,1,54,3,6,3,1,2996.0,5182.0,7,1,15.0,3,4,0,8.0,2,3,6.0,4.0,1.0,3.0
33,0,1,1111,2,5,1,1,2,1,61,3,7,4,1,9998.0,19293.0,6,0,13.0,3,1,0,8.0,2,4,5.0,4.0,1.0,2.0
32,0,2,499,2,2,1,2,3,1,36,3,7,2,1,4078.0,20497.0,0,1,13.0,3,1,3,4.0,3,2,3.0,2.0,1.0,2.0
39,0,0,1485,1,25,2,1,3,1,71,3,0,3,1,10920.0,3449.0,3,0,21.0,4,2,1,13.0,2,3,6.0,4.0,0.0,5.0
25,0,2,1372,2,18,1,1,1,1,93,4,7,3,1,6232.0,12477.0,2,0,11.0,3,2,0,6.0,3,2,3.0,2.0,1.0,2.0
52,0,1,322,1,28,2,3,4,0,59,4,4,3,1,13247.0,9731.0,2,1,11.0,3,2,1,24.0,3,2,5.0,3.0,0.0,2.0
43,0,2,930,1,6,3,3,1,0,73,2,6,3,2,4081.0,20003.0,1,1,14.0,3,1,0,20.0,3,1,20.0,7.0,1.0,8.0
27,0,2,205,2,10,3,2,4,0,98,2,7,4,1,5769.0,7100.0,1,1,11.0,3,4,0,6.0,3,3,6.0,2.0,4.0,4.0
27,1,2,135,1,17,4,1,4,0,51,3,6,3,2,2394.0,25681.0,1,1,13.0,3,4,0,8.0,2,3,8.0,2.0,7.0,7.0
26,0,2,683,1,2,1,3,1,1,36,2,6,4,2,3904.0,4050.0,0,0,12.0,3,4,0,5.0,2,3,4.0,3.0,1.0,1.0
42,0,2,1147,0,10,3,0,3,0,31,3,3,1,1,16799.0,16616.0,0,0,14.0,3,3,1,21.0,5,3,20.0,7.0,0.0,9.0
52,0,2,258,1,8,4,4,3,0,54,3,2,1,1,2950.0,17363.0,9,0,13.0,3,3,0,12.0,2,1,5.0,4.0,0.0,4.0
37,0,2,1462,1,11,3,3,1,0,94,3,2,3,2,3629.0,19106.0,4,0,18.0,3,1,0,8.0,6,3,3.0,2.0,0.0,2.0
35,0,1,200,1,18,2,1,3,1,60,3,4,4,2,9362.0,19944.0,2,0,11.0,3,3,0,10.0,2,3,2.0,2.0,2.0,2.0
25,0,2,949,1,1,3,5,1,1,81,3,2,4,1,3229.0,4910.0,4,0,11.0,3,2,1,7.0,2,2,3.0,2.0,0.0,2.0
26,0,2,652,1,7,3,4,3,1,100,4,2,1,2,3578.0,23577.0,0,0,12.0,3,4,0,8.0,2,3,7.0,7.0,0.0,7.0
29,0,2,332,0,17,3,4,2,1,51,2,1,1,2,7988.0,9769.0,1,0,13.0,3,1,0,10.0,3,2,10.0,9.0,0.0,9.0
49,1,1,1475,1,28,2,1,1,1,97,2,2,1,2,4284.0,22710.0,3,0,20.0,4,1,0,20.0,2,3,4.0,3.0,1.0,3.0
29,1,1,337,1,14,1,4,3,0,84,3,0,4,2,7553.0,22930.0,0,1,12.0,3,1,0,9.0,1,3,8.0,7.0,7.0,7.0
54,0,2,971,1,1,3,3,4,0,54,3,5,4,2,17328.0,5652.0,6,0,19.0,3,4,0,29.0,3,2,20.0,7.0,12.0,7.0
58,0,2,1055,1,1,3,3,4,0,76,3,5,1,1,19701.0,22456.0,3,1,21.0,4,3,1,32.0,3,3,9.0,8.0,1.0,5.0
55,0,2,1136,1,1,4,3,2,1,81,4,5,4,0,14732.0,12414.0,2,0,13.0,3,4,2,31.0,4,4,7.0,7.0,0.0,0.0
36,0,2,1174,2,3,4,2,1,0,99,3,7,2,2,9278.0,20763.0,3,1,16.0,3,4,0,15.0,3,3,5.0,4.0,0.0,1.0
31,1,1,667,2,1,4,1,2,0,50,1,8,3,2,1359.0,16154.0,1,0,12.0,3,2,0,1.0,3,3,1.0,0.0,0.0,0.0
30,0,2,855,2,7,4,2,4,0,73,3,7,1,0,4779.0,12761.0,7,0,14.0,3,2,2,8.0,3,3,3.0,2.0,0.0,2.0
31,0,2,182,1,8,5,1,1,0,93,3,5,2,2,16422.0,8847.0,3,0,11.0,3,3,0,9.0,3,4,3.0,2.0,1.0,0.0
34,0,1,560,1,1,4,4,4,1,91,3,6,1,0,2996.0,20284.0,5,0,14.0,3,3,2,10.0,2,3,4.0,3.0,1.0,3.0
31,1,2,202,1,8,3,1,1,0,34,2,6,2,2,1261.0,22262.0,1,0,12.0,3,3,0,1.0,3,4,1.0,0.0,0.0,0.0
27,0,2,1377,1,11,1,1,2,1,91,3,2,1,1,2099.0,7679.0,0,0,14.0,3,2,0,6.0,3,4,5.0,0.0,1.0,4.0
36,0,2,172,1,4,4,1,1,1,37,2,2,4,2,5810.0,22604.0,1,0,16.0,3,3,0,10.0,2,2,10.0,4.0,1.0,8.0
36,0,2,329,2,16,4,2,3,0,98,2,7,1,1,5647.0,13494.0,4,0,13.0,3,1,2,11.0,3,2,3.0,2.0,0.0,2.0
47,0,2,465,1,1,3,5,1,1,74,3,6,4,1,3420.0,10205.0,7,0,12.0,3,3,1,17.0,2,2,6.0,5.0,1.0,2.0
25,1,2,383,2,9,2,1,1,1,68,2,8,1,1,4400.0,15182.0,3,0,12.0,3,1,0,6.0,2,3,3.0,2.0,2.0,2.0
37,0,0,1413,1,5,2,5,3,1,84,4,2,3,2,3500.0,25470.0,0,0,14.0,3,1,0,7.0,2,1,6.0,5.0,1.0,3.0
56,0,2,1255,1,1,2,1,1,0,90,3,6,1,1,2066.0,10494.0,2,0,22.0,4,4,1,5.0,3,4,3.0,2.0,1.0,0.0
47,0,2,359,1,2,4,3,1,0,82,3,5,3,1,17169.0,26703.0,3,0,19.0,3,2,2,26.0,2,4,20.0,17.0,5.0,6.0
24,0,2,1476,2,4,1,3,4,0,42,3,7,3,1,4162.0,15211.0,1,1,12.0,3,3,2,5.0,3,3,5.0,4.0,0.0,3.0
32,0,2,601,2,7,5,2,4,1,97,3,7,4,1,9204.0,23343.0,4,0,12.0,3,3,1,7.0,3,2,4.0,3.0,0.0,3.0
34,0,2,401,1,1,3,1,4,0,86,2,2,2,1,3294.0,3708.0,5,0,17.0,3,1,1,7.0,2,2,5.0,4.0,0.0,2.0
41,0,2,1283,1,5,5,3,2,1,90,4,6,3,1,2127.0,5561.0,2,1,12.0,3,1,0,7.0,5,2,4.0,2.0,0.0,3.0
40,0,0,663,1,9,4,4,3,1,81,3,2,3,0,3975.0,23099.0,3,0,11.0,3,3,2,11.0,2,4,8.0,7.0,0.0,7.0
31,0,2,326,2,8,2,1,1,1,31,3,7,4,0,10793.0,8386.0,1,0,18.0,3,1,1,13.0,5,3,13.0,7.0,9.0,9.0
46,1,2,377,2,9,3,2,1,1,52,3,7,4,0,10096.0,15986.0,4,0,11.0,3,1,1,28.0,1,4,7.0,7.0,4.0,3.0
39,1,0,592,1,2,3,1,1,0,54,2,2,1,2,3646.0,17181.0,2,1,23.0,4,2,0,11.0,2,4,1.0,0.0,0.0,0.0
31,1,1,1445,1,1,5,1,3,0,100,4,4,2,2,7446.0,8931.0,1,0,11.0,3,1,0,10.0,2,3,10.0,8.0,4.0,7.0
45,0,2,1038,1,20,3,3,2,1,95,1,0,1,0,10851.0,19863.0,2,1,18.0,3,2,1,24.0,2,3,7.0,7.0,0.0,7.0
31,0,2,1398,0,8,2,3,4,0,96,4,1,2,2,2109.0,24609.0,9,0,18.0,3,4,0,8.0,3,3,3.0,2.0,0.0,2.0
31,1,1,523,1,2,3,1,2,1,94,3,2,4,1,3722.0,21081.0,6,1,13.0,3,3,1,7.0,2,1,2.0,2.0,2.0,2.0
45,0,2,1448,1,29,3,5,2,1,55,3,4,4,1,9380.0,14720.0,4,1,18.0,3,4,2,10.0,4,4,3.0,1.0,1.0,2.0
48,0,2,1221,2,7,3,2,3,1,96,3,7,1,0,5486.0,24795.0,4,0,11.0,3,1,3,15.0,3,3,2.0,2.0,2.0,2.0
34,1,2,1107,0,9,4,5,1,0,52,3,1,3,1,2742.0,3072.0,1,0,15.0,3,4,0,2.0,0,3,2.0,2.0,2.0,2.0
40,0,0,218,1,8,1,3,4,1,55,2,5,2,0,13757.0,25178.0,2,0,11.0,3,3,1,16.0,5,3,9.0,8.0,4.0,8.0
28,0,2,866,2,5,3,3,4,1,84,3,7,1,2,8463.0,23490.0,0,0,18.0,3,4,0,6.0,4,3,5.0,4.0,1.0,3.0
44,0,0,981,1,5,3,1,3,1,90,2,2,3,2,3162.0,7973.0,3,0,14.0,3,4,0,7.0,5,3,5.0,2.0,0.0,3.0
53,0,2,447,1,2,3,3,4,1,39,4,5,2,2,16598.0,19764.0,4,0,12.0,3,2,0,35.0,2,2,9.0,8.0,8.0,8.0
49,0,2,1495,1,5,4,5,1,1,96,3,0,3,1,6651.0,21534.0,2,0,14.0,3,2,1,20.0,0,2,3.0,2.0,1.0,2.0
40,0,2,896,1,2,3,3,3,1,68,3,6,3,0,2345.0,8045.0,2,0,14.0,3,3,1,8.0,3,4,3.0,1.0,1.0,2.0
44,0,2,1467,1,20,3,1,4,1,49,3,6,2,2,3420.0,21158.0,1,0,13.0,3,3,0,6.0,3,2,5.0,2.0,1.0,3.0
